,AK,AL,AR,AZ,CA,CO,CT,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
MS,0.797811471115,0.86635716735,0.971414437756,0.747323625764,0.979861532144,0.790764500229,0.7814240632,0.670495095542,0.919686745244,0.969983500259,0.998169379543,0.90346324151,0.931202033416,0.928147443388,0.763059872917,0.991414916924,0.523824193882,0.800302627067,0.711991623259,0.755480038833,0.81956885034,0.764149179051,0.939185256898,0.769620552489,1.0,0.961234886013,0.908263920787,0.810229625064,0.836983019045,0.497507390057,0.897851660558,0.461822488528,0.702171960279,0.983090912375,0.552121665162,0.67900131352,0.926466747631,0.635631113991,0.560189613506,0.87627121059,0.864501243324,0.702097804316,0.949815111452,0.657184543436,0.977361906672,0.927786034137,0.899165633247,0.870082137722,0.189770374936,0.731800776671
MT,0.836576585102,0.905122281337,0.989820448257,0.786088739751,0.981373353869,0.829529614216,0.820189177187,0.709260209529,0.958451859231,0.991251385754,0.959404265556,0.864698127523,0.969967147403,0.966912557375,0.801824986904,0.969819969089,0.562589307869,0.839067741054,0.750756737246,0.794245152821,0.858333964327,0.802914293039,0.900420142911,0.808385666476,0.961234886013,1.0,0.947029034774,0.771464511076,0.798217905058,0.536272504044,0.936616774546,0.500587602515,0.740937074266,0.978143973638,0.590886779149,0.717766427507,0.965231861618,0.674396227978,0.598954727493,0.915036324578,0.825736129337,0.740862918303,0.911049997465,0.695949657424,0.983872979341,0.966551148124,0.937930747234,0.908847251709,0.228535488924,0.770565890658
NC,0.889547550329,0.958093246563,0.93684948303,0.839059704977,0.928402388643,0.882500579442,0.873160142414,0.762231174755,0.988577175543,0.938280420528,0.90643330033,0.811727162296,0.977061887371,0.980116477399,0.85479595213,0.916849003863,0.615560273095,0.892038706281,0.803727702472,0.847216118047,0.911304929553,0.855885258265,0.847449177685,0.861356631702,0.908263920787,0.947029034774,1.0,0.71849354585,0.745246939832,0.58924346927,0.989587739772,0.553558567741,0.793908039492,0.925173008412,0.643857744375,0.770737392733,0.981797173156,0.727367193204,0.651925692719,0.968007289804,0.772765164111,0.793833883529,0.858079032238,0.74892062265,0.930902014114,0.98047788665,0.99090171246,0.961818216935,0.28150645415,0.823536855884
ND,0.608041096179,0.676586792413,0.78164406282,0.557553250827,0.790091157207,0.600994125292,0.591653688264,0.480724720605,0.729916370308,0.780213125322,0.812060245521,0.906766383554,0.741431658479,0.738377068452,0.57328949798,0.801644541988,0.334053818946,0.61053225213,0.522221248322,0.565709663897,0.629798475404,0.574378804115,0.871044368166,0.579850177553,0.810229625064,0.771464511076,0.71849354585,1.0,0.973246606019,0.30773701512,0.708081285622,0.272052113592,0.512401585343,0.793320537439,0.362351290225,0.489230938583,0.736696372694,0.445860739054,0.370419238569,0.686500835654,0.945728381739,0.512327429379,0.860414513612,0.4674141685,0.787591531736,0.738015659201,0.70939525831,0.680311762786,0.0,0.542030401734
NE,0.63479449016,0.703340186394,0.808397456801,0.584306644808,0.816844551188,0.627747519274,0.618407082245,0.507478114586,0.756669764289,0.806966519303,0.838813639502,0.933519777535,0.768185052461,0.765130462432,0.600042891961,0.828397935969,0.360807212927,0.637285646112,0.548974642304,0.592463057878,0.656551869385,0.601132198096,0.897797762147,0.606603571534,0.836983019045,0.798217905058,0.745246939832,0.973246606019,1.0,0.334490409102,0.734834679603,0.298805507573,0.539154979324,0.82007393142,0.389104684206,0.515984332565,0.763449766675,0.472614133035,0.397172632551,0.713254229635,0.972481775721,0.539080823361,0.887167907593,0.494167562481,0.814344925717,0.764769053182,0.736148652292,0.707065156767,0.0267533939808,0.568783795716
NH,0.699695918942,0.631150222707,0.526092952301,0.750183764293,0.517645857914,0.706742889828,0.716083326857,0.827012294515,0.577820644813,0.527523889798,0.4956767696,0.400970631567,0.566305356641,0.569359946669,0.73444751714,0.506092473133,0.973683196175,0.69720476299,0.785515766798,0.742027351223,0.677938539717,0.733358211005,0.436692646955,0.727886837568,0.497507390057,0.536272504044,0.58924346927,0.30773701512,0.334490409102,1.0,0.599655729498,0.964315098471,0.795335429778,0.514416477682,0.945385724895,0.818506076537,0.571040642426,0.861876276066,0.937317776551,0.621236179466,0.362008633381,0.795409585741,0.447322501509,0.84032284662,0.520145483385,0.56972135592,0.59834175681,0.627425252335,0.69226298488,0.765706613386
NJ,0.899959810557,0.968505506791,0.926437222802,0.849471965205,0.917990128415,0.89291283967,0.883572402642,0.772643434983,0.978164915314,0.9278681603,0.896021040102,0.801314902068,0.966649627143,0.96970421717,0.865208212358,0.906436743634,0.625972533323,0.902450966509,0.8141399627,0.857628378275,0.921717189782,0.866297518493,0.837036917456,0.871768891931,0.897851660558,0.936616774546,0.989587739772,0.708081285622,0.734834679603,0.599655729498,1.0,0.56397082797,0.804320299721,0.914760748183,0.654270004603,0.781149652961,0.971384912928,0.737779453432,0.662337952947,0.978419550032,0.762352903883,0.804246143757,0.84766677201,0.759332882878,0.920489753886,0.970065626421,0.998686027312,0.972230477163,0.291918714378,0.833949116112
NM,0.664011017413,0.595465321178,0.490408050771,0.714498862764,0.481960956385,0.671057988299,0.680398425328,0.791327392987,0.542135743284,0.491838988269,0.459991868071,0.365285730038,0.530620455112,0.53367504514,0.698762615611,0.470407571604,0.937998294646,0.661519861461,0.749830865269,0.706342449695,0.642253638188,0.697673309476,0.401007745426,0.692201936039,0.461822488528,0.500587602515,0.553558567741,0.272052113592,0.298805507573,0.964315098471,0.56397082797,1.0,0.759650528249,0.478731576153,0.909700823367,0.782821175008,0.535355740897,0.826191374538,0.901632875022,0.585551277938,0.326323731852,0.759724684212,0.41163759998,0.804637945092,0.484460581856,0.534036454391,0.562656855281,0.591740350806,0.727947886408,0.730021711857
NV,0.904360489164,0.835814792929,0.730757522523,0.954848334515,0.722310428136,0.91140746005,0.920747897079,0.968323135263,0.782485215035,0.73218846002,0.700341339822,0.605635201789,0.770969926863,0.774024516891,0.939112087362,0.710757043355,0.821652233603,0.901869333212,0.99018033702,0.946691921446,0.882603109939,0.938022781228,0.641357217177,0.93255140779,0.702171960279,0.740937074266,0.793908039492,0.512401585343,0.539154979324,0.795335429778,0.804320299721,0.759650528249,1.0,0.719081047904,0.849949704883,0.976829353241,0.775705212648,0.933459153712,0.858017653227,0.825900749689,0.566673203603,0.999925844037,0.651987071731,0.955012583157,0.724810053607,0.774385926142,0.803006327032,0.832089822557,0.487598414657,0.970371183608
NY,0.81472055874,0.883266254975,0.988323525381,0.764232713388,0.996770619769,0.807673587854,0.798333150825,0.687404183167,0.936595832869,0.986892587883,0.981260291918,0.886554153885,0.948111121041,0.945056531013,0.779968960542,0.991675995451,0.540733281507,0.817211714692,0.728900710884,0.772389126458,0.836477937965,0.781058266676,0.922276169273,0.786529640114,0.983090912375,0.978143973638,0.925173008412,0.793320537439,0.82007393142,0.514416477682,0.914760748183,0.478731576153,0.719081047904,1.0,0.569030752787,0.695910401145,0.943375835256,0.652540201615,0.577098701131,0.893180298215,0.847592155699,0.719006891941,0.932906023827,0.674093631061,0.994270994297,0.944695121762,0.916074720872,0.886991225347,0.206679462561,0.748709864296
OH,0.754310194046,0.685764497812,0.580707227405,0.804798039398,0.572260133018,0.761357164933,0.770697601961,0.88162656962,0.632434919918,0.582138164903,0.550291044705,0.455584906671,0.620919631746,0.623974221773,0.789061792245,0.560706748237,0.971702528721,0.751819038094,0.840130041903,0.796641626328,0.732552814821,0.78797248611,0.491306922059,0.782501112672,0.552121665162,0.590886779149,0.643857744375,0.362351290225,0.389104684206,0.945385724895,0.654270004603,0.909700823367,0.849949704883,0.569030752787,1.0,0.873120351641,0.625654917531,0.916490551171,0.991932051656,0.675850454571,0.416622908486,0.850023860846,0.501936776613,0.894937121725,0.574759758489,0.624335631024,0.652956031915,0.682039527439,0.637648709775,0.820320888491
OK,0.881189842405,0.81264414617,0.707586875763,0.931677687756,0.699139781377,0.888236813291,0.89757725032,0.991493782022,0.759314568276,0.709017813261,0.677170693063,0.58246455503,0.747799280104,0.750853870132,0.915941440603,0.687586396596,0.844822880362,0.878698686453,0.967009690261,0.923521274686,0.85943246318,0.914852134468,0.618186570418,0.909380761031,0.67900131352,0.717766427507,0.770737392733,0.489230938583,0.515984332565,0.818506076537,0.781149652961,0.782821175008,0.976829353241,0.695910401145,0.873120351641,1.0,0.752534565889,0.956629800471,0.881188299986,0.80273010293,0.543502556844,0.976903509204,0.628816424972,0.978183229916,0.701639406848,0.751215279383,0.779835680273,0.808919175798,0.510769061416,0.947200536849
OR,0.871344723484,0.939890419719,0.955052309874,0.820856878133,0.946605215487,0.864297752598,0.854957315569,0.744028347911,0.993219997613,0.956483247372,0.924636127174,0.829929989141,0.995264714215,0.998319304243,0.836593125286,0.935051830707,0.597357446251,0.873835879436,0.785524875628,0.829013291203,0.89310210271,0.837682431421,0.865652004529,0.843153804858,0.926466747631,0.965231861618,0.981797173156,0.736696372694,0.763449766675,0.571040642426,0.971384912928,0.535355740897,0.775705212648,0.943375835256,0.625654917531,0.752534565889,1.0,0.70916436636,0.633722865875,0.94980446296,0.790967990955,0.775631056685,0.876281859083,0.730717795805,0.949104840959,0.998680713494,0.972698885616,0.943615390091,0.263303627305,0.80533402904
PA,0.837819642875,0.769273946641,0.664216676234,0.888307488227,0.655769581847,0.844866613762,0.85420705079,0.965136018449,0.715944368747,0.665647613732,0.633800493534,0.5390943555,0.704429080575,0.707483670602,0.872571241074,0.644216197066,0.888193079891,0.835328486923,0.923639490732,0.880151075157,0.81606226365,0.871481934939,0.574816370888,0.866010561501,0.635631113991,0.674396227978,0.727367193204,0.445860739054,0.472614133035,0.861876276066,0.737779453432,0.826191374538,0.933459153712,0.652540201615,0.916490551171,0.956629800471,0.70916436636,1.0,0.924558499515,0.7593599034,0.500132357315,0.933533309675,0.585446225442,0.978446570554,0.658269207318,0.707845079853,0.736465480744,0.765548976269,0.554139260946,0.90383033732
RI,0.76237814239,0.693832446156,0.58877517575,0.812865987742,0.580328081363,0.769425113277,0.778765550306,0.889694517964,0.640502868262,0.590206113247,0.558358993049,0.463652855016,0.62898758009,0.632042170118,0.797129740589,0.568774696582,0.963634580376,0.759886986439,0.848197990247,0.804709574672,0.740620763166,0.796040434454,0.499374870404,0.790569061017,0.560189613506,0.598954727493,0.651925692719,0.370419238569,0.397172632551,0.937317776551,0.662337952947,0.901632875022,0.858017653227,0.577098701131,0.991932051656,0.881188299986,0.633722865875,0.924558499515,1.0,0.683918402916,0.42469085683,0.85809180919,0.510004724958,0.90300507007,0.582827706833,0.632403579369,0.661023980259,0.690107475784,0.629580761431,0.828388836835
SC,0.921540260525,0.990085956759,0.904856772834,0.871052415173,0.896409678447,0.914493289638,0.90515285261,0.794223884951,0.956584465346,0.906287710332,0.874440590134,0.7797344521,0.945069177174,0.948123767202,0.886788662327,0.884856293666,0.647552983292,0.924031416477,0.835720412668,0.879208828243,0.94329763975,0.887877968461,0.815456467488,0.893349341899,0.87627121059,0.915036324578,0.968007289804,0.686500835654,0.713254229635,0.621236179466,0.978419550032,0.585551277938,0.825900749689,0.893180298215,0.675850454571,0.80273010293,0.94980446296,0.7593599034,0.683918402916,1.0,0.740772453915,0.825826593726,0.826086322042,0.780913332846,0.898909303918,0.948485176453,0.977105577344,0.993810927132,0.313499164346,0.85552956608
SD,0.66231271444,0.730858410674,0.83591568108,0.611824869088,0.844362775468,0.655265743553,0.645925306524,0.534996338866,0.784187988568,0.834484743583,0.866331863781,0.961038001815,0.79570327674,0.792648686712,0.627561116241,0.855916160248,0.388325437206,0.664803870391,0.576492866583,0.619981282158,0.684070093664,0.628650422376,0.925315986426,0.634121795813,0.864501243324,0.825736129337,0.772765164111,0.945728381739,0.972481775721,0.362008633381,0.762352903883,0.326323731852,0.566673203603,0.847592155699,0.416622908486,0.543502556844,0.790967990955,0.500132357315,0.42469085683,0.740772453915,1.0,0.56659904764,0.914686131873,0.521685786761,0.841863149996,0.792287277461,0.763666876571,0.734583381046,0.0542716182606,0.596302019995
TN,0.904286333201,0.835740636966,0.73068336656,0.954774178552,0.722236272173,0.911333304087,0.920673741116,0.968397291226,0.782411059072,0.732114304057,0.700267183859,0.605561045826,0.7708957709,0.773950360928,0.939037931399,0.710682887392,0.821726389566,0.901795177249,0.990106181057,0.946617765483,0.882528953976,0.937948625264,0.641283061214,0.932477251827,0.702097804316,0.740862918303,0.793833883529,0.512327429379,0.539080823361,0.795409585741,0.804246143757,0.759724684212,0.999925844037,0.719006891941,0.850023860846,0.976903509204,0.775631056685,0.933533309675,0.85809180919,0.825826593726,0.56659904764,1.0,0.651912915768,0.955086739121,0.724735897644,0.774311770179,0.802932171069,0.832015666594,0.487672570621,0.970297027645
TX,0.747626582567,0.816172278801,0.921229549208,0.697138737215,0.929676643595,0.74057961168,0.731239174652,0.620310206993,0.869501856696,0.91979861171,0.951645731909,0.953648130058,0.881017144868,0.87796255484,0.712874984369,0.941230028376,0.473639305334,0.750117738519,0.66180673471,0.705295150285,0.769383961792,0.713964290503,0.989370145446,0.719435663941,0.949815111452,0.911049997465,0.858079032238,0.860414513612,0.887167907593,0.447322501509,0.84766677201,0.41163759998,0.651987071731,0.932906023827,0.501936776613,0.628816424972,0.876281859083,0.585446225442,0.510004724958,0.826086322042,0.914686131873,0.651912915768,1.0,0.606999654888,0.927177018124,0.877601145589,0.848980744699,0.819897249174,0.139585486388,0.681615888122
UT,0.859373072321,0.790827376087,0.68577010568,0.909860917672,0.677323011293,0.866420043208,0.875760480236,0.986689447895,0.737497798192,0.687201043177,0.655353922979,0.560647784946,0.72598251002,0.729037100048,0.894124670519,0.665769626512,0.866639650446,0.856881916369,0.945192920178,0.901704504603,0.837615693096,0.893035364385,0.596369800334,0.887563990947,0.657184543436,0.695949657424,0.74892062265,0.4674141685,0.494167562481,0.84032284662,0.759332882878,0.804637945092,0.955012583157,0.674093631061,0.894937121725,0.978183229916,0.730717795805,0.978446570554,0.90300507007,0.780913332846,0.521685786761,0.955086739121,0.606999654888,1.0,0.679822636764,0.729398509299,0.75801891019,0.787102405714,0.5325858315,0.925383766766
VA,0.820449564443,0.888995260678,0.994052531084,0.769961719092,0.997500374529,0.813402593557,0.804062156528,0.693133188869,0.942324838572,0.992621593587,0.975531286215,0.880825148182,0.953840126744,0.950785536716,0.785697966245,0.985946989748,0.54646228721,0.822940720395,0.734629716586,0.778118132161,0.842206943668,0.78678727238,0.91654716357,0.792258645817,0.977361906672,0.983872979341,0.930902014114,0.787591531736,0.814344925717,0.520145483385,0.920489753886,0.484460581856,0.724810053607,0.994270994297,0.574759758489,0.701639406848,0.949104840959,0.658269207318,0.582827706833,0.898909303918,0.841863149996,0.724735897644,0.927177018124,0.679822636764,1.0,0.950424127465,0.921803726575,0.89272023105,0.212408468264,0.754438869998
VT,0.870025436978,0.938571133213,0.95637159638,0.819537591627,0.947924501994,0.862978466092,0.853638029063,0.742709061404,0.991900711107,0.957802533878,0.92595541368,0.831249275647,0.996584000721,0.999638590749,0.83527383878,0.936371117213,0.596038159745,0.87251659293,0.784205589122,0.827694004696,0.891782816203,0.836363144915,0.866971291035,0.841834518352,0.927786034137,0.966551148124,0.98047788665,0.738015659201,0.764769053182,0.56972135592,0.970065626421,0.534036454391,0.774385926142,0.944695121762,0.624335631024,0.751215279383,0.998680713494,0.707845079853,0.632403579369,0.948485176453,0.792287277461,0.774311770179,0.877601145589,0.729398509299,0.950424127465,1.0,0.97137959911,0.942296103585,0.261984340799,0.804014742534
WA,0.898645837868,0.967191534103,0.927751195491,0.848157992517,0.919304101103,0.891598866982,0.882258429953,0.771329462295,0.979478888003,0.929182132988,0.89733501279,0.802628874756,0.967963599831,0.971018189859,0.86389423967,0.907750716323,0.624658560635,0.90113699382,0.812825990012,0.856314405587,0.920403217093,0.864983545805,0.838350890145,0.870454919242,0.899165633247,0.937930747234,0.99090171246,0.70939525831,0.736148652292,0.59834175681,0.998686027312,0.562656855281,0.803006327032,0.916074720872,0.652956031915,0.779835680273,0.972698885616,0.736465480744,0.661023980259,0.977105577344,0.763666876571,0.802932171069,0.848980744699,0.75801891019,0.921803726575,0.97137959911,1.0,0.970916504475,0.29060474169,0.832635143424
WI,0.927729333393,0.996275029628,0.898667699966,0.877241488042,0.890220605579,0.920682362507,0.911341925478,0.80041295782,0.950395392478,0.900098637463,0.868251517265,0.773545379232,0.938880104306,0.941934694334,0.892977735195,0.878667220798,0.65374205616,0.930220489345,0.841909485537,0.885397901111,0.949486712618,0.89406704133,0.80926739462,0.899538414767,0.870082137722,0.908847251709,0.961818216935,0.680311762786,0.707065156767,0.627425252335,0.972230477163,0.591740350806,0.832089822557,0.886991225347,0.682039527439,0.808919175798,0.943615390091,0.765548976269,0.690107475784,0.993810927132,0.734583381046,0.832015666594,0.819897249174,0.787102405714,0.89272023105,0.942296103585,0.970916504475,1.0,0.319688237214,0.861718638949
WV,0.391958903821,0.323413207587,0.21835593718,0.442446749172,0.209908842793,0.399005874708,0.408346311736,0.519275279395,0.270083629692,0.219786874677,0.187939754479,0.0932336164461,0.25856834152,0.261622931548,0.426710502019,0.198355458012,0.665946181054,0.389467747869,0.477778751678,0.434290336103,0.370201524596,0.425621195885,0.128955631834,0.420149822447,0.189770374936,0.228535488924,0.28150645415,0.0,0.0267533939808,0.69226298488,0.291918714378,0.727947886408,0.487598414657,0.206679462561,0.637648709775,0.510769061416,0.263303627305,0.554139260946,0.629580761431,0.313499164346,0.0542716182606,0.487672570621,0.139585486388,0.5325858315,0.212408468264,0.261984340799,0.29060474169,0.319688237214,1.0,0.457969598266
WY,0.933989305555,0.865443609321,0.760386338914,0.984477150907,0.751939244527,0.941036276442,0.950376713471,0.938694318871,0.812114031427,0.761817276412,0.729970156214,0.63526401818,0.800598743255,0.803653333283,0.968740903754,0.740385859747,0.792023417211,0.931498149603,0.980190846588,0.976320737837,0.912231926331,0.967651597619,0.670986033569,0.962180224182,0.731800776671,0.770565890658,0.823536855884,0.542030401734,0.568783795716,0.765706613386,0.833949116112,0.730021711857,0.970371183608,0.748709864296,0.820320888491,0.947200536849,0.80533402904,0.90383033732,0.828388836835,0.85552956608,0.596302019995,0.970297027645,0.681615888122,0.925383766766,0.754438869998,0.804014742534,0.832635143424,0.861718638949,0.457969598266,1.0
